time,Naive T-cells,helper T-cells,cytotoxic cells,Treg-cells,Naive Dendritic cells,Dendritic cells,Macrophages,Cancer,Necrotic cells,\mu_1,\mu_2,HMGB1,IFN-\gamma,TNF-eta,5-FU,IR,LV
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.1,0.9996087066759812,1.0041858578373988,1.006067228241902,0.947109354843312,0.9992343097481322,1.000393343953015,1.0000019116074474,0.9448976563099696,1.0826294562267957,1.000009402573057,0.9985127074893377,1.063879996019153,1.0023786935222392,0.9916922266616635,3.600320999723463,245.28455499902802,0.0
0.2,0.9947741820717655,1.0245775877604606,1.0280833355301051,0.9017789551800637,0.9953099566984602,1.0022715238932074,1.0000289220427998,0.890959322508571,1.1634479826710715,1.0001387927562435,0.9943648920405775,1.145604905798282,1.0174080640482746,0.982117808441503,4.814678556412043,194.12764932320331,0.0
0.30000000000000004,0.9889522979884044,1.0462229121713633,1.0562943475000859,0.8737625506298885,0.988984559794877,1.0052442697379314,1.000097138253627,0.8501971284093525,1.2244482928453364,1.000453861608234,0.9896820461981192,1.207484045311968,1.0390759089257386,0.9776495378580319,4.846465408774985,154.25880520898804,0.0
0.4,0.9823704223311368,1.066657896183505,1.0853390069211966,0.8579471873982287,0.981210202788918,1.0088581643311716,1.0002061393429509,0.8189381928549955,1.2711507152945702,1.0009381085025433,0.9855478916226859,1.2548041515352004,1.0619894477004002,0.9751468716561859,4.870499228842908,122.91809532907047,0.0
0.5,0.9752511632473407,1.0845952531302645,1.1118532376727466,0.8507420914753939,0.9726560217194378,1.0127964391869675,1.0003521073637205,0.7946775436670868,1.3073214657060386,1.001560880660353,0.9823856085629994,1.291422186252156,1.083374871292535,0.9723844777554218,4.889108299136392,98.1289355456617,0.0
0.6000000000000001,0.9678637468928826,1.0993374559071585,1.1338261684289757,0.8495443800994622,0.9637883472469552,1.0168400184161854,1.0005292963624617,0.7756640055476848,1.3355942406573562,1.0022852595735499,0.9802755571750167,1.3200231562594889,1.1015706555722213,0.973960515878124,4.903729256611744,78.43579028911687,0.0
0.7000000000000001,0.9604758085520815,1.1106208939305564,1.1502562449838762,0.8524316971571292,0.9549287351584058,1.0208394649394765,1.00073104031016,0.7606407180240232,1.3578598163552926,1.0030731882626678,0.9791312913439607,1.3425281761969978,1.115704188852159,0.9758911958103643,4.91538564677769,62.74313399247162,0.0
0.8,0.9533244274500661,1.1184954971133367,1.1608932271971466,0.8579716478011651,0.9462946424343277,1.0246952943410481,1.00095049149775,0.7486859411826028,1.375505145607918,1.0038889163444489,0.9787961078829668,1.3603437306101345,1.1254885894613564,0.9785966220707855,4.9248150396041455,50.2122057907496,0.0
0.9,0.9466005490784695,1.123226234378598,1.1660220578010398,0.8650998080466075,0.938028404289944,1.0283439434680086,1.0011811427533142,0.739111663737255,1.3895656876941151,1.0047011631747391,0.9790948308453885,1.3745191503519265,1.131058980924185,0.98026042898637,4.932552668969039,40.192290564350834,0.0
1.0,0.940443539803011,1.125211732565984,1.1662769588204354,0.8730338914406118,0.9302181414787871,1.0317476477911012,1.0014171704626793,0.7313969170092679,1.4008256272926254,1.0054842853939254,0.9798603547325938,1.385849425881552,1.132833197959161,0.9817499514006427,4.9389887994749175,32.1734500561405,0.0
1.1,0.9349422820379092,1.1249185912221684,1.1624859278310447,0.8812114415402447,0.9229129908589333,1.034887073019619,1.0016536305477424,0.7251426098585169,1.4098857709232147,1.0062186836050175,0.9809459945748161,1.3949443315374475,1.1313947100518398,0.9823526804305486,4.944409253340028,25.75304540998475,0.0
1.2000000000000002,0.9301405734097545,1.122830683344896,1.1555478020984953,0.8892408502128899,0.9161342769918112,1.037755918464904,1.0018865381241413,0.7200401569404116,1.4172107214331,1.0068906530654667,0.9822299442467735,1.4022761615749995,1.1273986767664683,0.9830159235951722,4.94902457848733,20.61140601548994,0.0
1.3,0.9260446653242609,1.1194124325210257,1.1463421648941519,0.8968624516421874,0.9098837420730584,1.0403569504454058,1.0021128601188827,0.7158491755943185,1.423162424703606,1.0074918575075928,0.9836154530093496,1.408213506961768,1.1215014596844866,0.9875796994466425,4.952991213122916,16.493741655507876,0.0
1.4000000000000001,0.922631199546704,1.1150844951728478,1.13566961424224,0.9039191432422307,0.9041496203166048,1.042699083790917,1.0023304475544161,0.7123812842311439,1.4280245447660844,1.0080185775936774,0.9850287993395344,1.4130456827529452,1.1143122118585191,0.9857514315192606,4.9564268367412705,13.19643402696577,0.0
1.5,0.9198558659629498,1.1102097927494419,1.124217709141726,0.9103270383071518,0.898911119000037,1.0447952378190362,1.0025379305004858,0.7094882001883985,1.4320203745811204,1.0084708557963151,0.9864162762417159,1.4170007610965298,1.106363628366653,0.9851498480035966,4.959421448376063,10.556479861093532,0.0
1.6,0.9176601863476058,1.1050877335079818,1.1125470240711062,0.9160577122739784,0.8941417137842732,1.0466607681003277,1.0027345943139419,0.7070527561253106,1.4353263571131365,1.0088516295747716,0.987740858635676,1.4202590887946578,1.098098043439487,0.9873400756006655,4.9620452659045515,8.443256625311319,0.0
1.7000000000000002,0.91597766979073,1.0999544202073828,1.1010915312973966,0.9211216719539983,0.8898115576372428,1.0483123280016557,1.002920251286021,0.7049821053006567,1.4380823136886598,1.0091659169084568,0.9889789539371346,1.4229635837031056,1.089864868818459,0.9883567602124168,4.964354304098421,6.752036048037391,0.0
